organism_tidy_name,join,ref_seq,organism_name.x,ncbi_taxonomy.x,gtdb_taxonomy.x,gtdb_representative_of_species.x,gtdb_type_material.x,genome_representation,check_m_completeness.x,check_m_contamination.x,gc_percentage.x,genome_size.x,contig_count,country,date,isolation_source,spanned_gaps,unspanned_gaps,assembly_level,protein_count,gen_bank_assembly_id_accession_version,accession_number,regional_loaction,geographic_feature,environment_detail,tempurature,lat_long,temp_estimate,temp_cat,gyrA,nusA,infC,infA,otsA,dnaK,recA,dnaJ,aceF,deaD,infB,tig,rnr,dnaA,hupB,rbfA,yfiA,pnp,csp,aceE,desA,PsaB,cya_PsbA,PsaA,cya_PsaC,PsbB,PsbC,PsbO,bac_PsbA,D2_PsbD,PsaD,PsaE,bac_PsaC
Nostoc_sp_ATCC_53789,_009873495.1_,GCF_009873495.1,Nostoc sp. ATCC 53789,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Nostoc;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc muscorum,FALSE,not type material,NA,99.56,0.44,41.41156472,8653730,NA,NA,NA,NA,NA,NA,Complete Genome,7309,GCA_009873495.1,ASM987349v1,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,0,8,1,11,2,16,5,1,2,1,3,1,0,5,1,1,7,2,10,2,1,2,2,1,10,10,1,1,11
Nostoc_sp_C052,_013393905.1_,GCF_013393905.1,Nostoc sp. C052,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Nostoc;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc sp013393905,TRUE,not type material,NA,99.44,0.44,41.49983942,9879831,NA,NA,NA,NA,NA,NA,Complete Genome,8383,GCA_013393905.1,ASM1339390v1,"USA, New York, AdirondacksÊ",NA,NA,NA,NA,NA,temperate,2,1,2,1,0,6,1,12,1,19,6,1,2,2,4,1,0,4,0,1,11,4,8,4,1,2,2,1,8,8,1,1,11
Nostoc_sp_C057,_013393925.1_,GCF_013393925.1,Nostoc sp. C057,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Nostoc;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc muscorum,FALSE,not type material,NA,99.56,0.22,41.44795661,9234448,NA,NA,NA,NA,NA,NA,Complete Genome,8140,GCA_013393925.1,ASM1339392v1,"USA, California, Mendocino Co.",NA,NA,NA,NA,NA,NA,2,1,3,1,0,9,1,13,2,20,5,1,2,1,6,1,0,6,2,1,9,2,7,2,1,2,2,1,7,7,1,1,10
Nostoc_sp_CENA543,_002896875.1_,GCF_002896875.1,Nostoc sp. CENA543,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Nostoc;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Trichormus;s__Trichormus sp002896875,TRUE,not type material,NA,99.78,0.22,40.8413711,7207640,NA,NA,1964,NA,NA,NA,Complete Genome,6055,GCA_002896875.1,ASM289687v1,brazil,NA,NA,NA,NA,NA,NA,2,1,2,1,0,10,1,9,1,14,5,1,2,2,1,1,0,4,0,2,6,3,7,3,1,2,2,1,7,7,1,1,11
Nostoc_sp_HK-01,_003990705.1_,GCA_003990705.1,Nostoc sp. HK-01,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Nostoc;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Anabaenopsis;s__Anabaenopsis sp003990705,TRUE,not type material,NA,99.56,0,40.43494312,7527697,NA,NA,NA,NA,NA,NA,Complete Genome,6433,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,1,0,7,1,7,1,16,6,1,2,1,2,1,0,5,0,1,6,3,7,3,1,2,2,1,7,7,1,1,10
Nostoc_sp_KVJ20,_001712795.1_,GCF_001712795.1,Nostoc sp. KVJ20,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Nostoc;s__,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc sp001712795,TRUE,not type material,full,99.67,0.89,41.69293934,9184886,359,Norway: Troms; Kvaloya island,2016-08-25,Symbiotic tissue of Blasia pusilla L.,93,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,9,1,9,1,18,6,1,2,1,2,1,0,5,0,1,6,2,9,2,1,5,7,1,9,10,1,1,12
Nostoc_sp_Lobaria_pulmonaria_5183_cyanobiont,_002949795.1_,GCF_002949795.1,Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Nostoc;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc sp002949795,TRUE,not type material,NA,99.55,0.44,41.61149453,7339908,NA,NA,NA,NA,NA,NA,Complete Genome,6520,GCA_002949795.1,ASM294979v1,NA,NA,NA,NA,NA,NA,NA,2,1,2,0,0,8,1,9,1,18,5,1,2,1,1,1,0,4,1,2,7,2,6,2,1,4,4,1,6,6,1,1,9
Nostoc_sp_MBR_210,_001698435.1_,GCA_001698435.1,Nostoc sp. MBR 210,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Nostoc;s__,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc_B;s__Nostoc_B spongiaeforme,FALSE,not type material,full,99.66,0.56,40.58442097,6931753,54,Singapore,2016-08-03,co-culture originated from a tropical freshwater lake,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,8,1,6,1,13,4,1,2,1,1,1,0,5,0,2,5,2,6,2,1,4,4,1,5,4,1,1,8
Nostoc_sp_NIES-3756,_001548375.1_,GCF_001548375.1,Nostoc sp. NIES-3756,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Nostoc;s__,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Trichormus;s__Trichormus sp001548375,TRUE,not type material,full,99.3,0.11,40.57786318,6987571,3,Japan:Chiba; Narashino; Mimomi Park,2015-11-18,soil,0,0,Complete Genome,5963,GCA_001548375.1,ASM154837v1,"Japan, Chiba, Narashino, Mimomi Park",NA,soil,NA,"35.684195, 140.06477",NA,temperate,2,1,2,1,0,8,1,9,1,14,5,1,2,2,1,1,0,4,0,1,7,2,7,2,1,2,2,1,7,7,1,1,12
Nostoc_sp_PCC_7107,_000316625.1_,GCF_000316625.1,Nostoc sp. PCC 7107,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Nostoc;s__,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Anabaenopsis;s__Anabaenopsis sp000316625,TRUE,not type material,full,99.26,0.33,40.35777936,6329823,1,USA,2012-12-04,shallow pond,0,0,Complete Genome,5470,GCA_000316625.1,ASM31662v1,"USA, piont reyes paninsula.",NA,freashwater shallow pond,NA,"38, -123.01",15-30,temperate,2,1,2,1,0,8,1,8,1,13,6,1,2,1,1,1,0,5,0,0,5,2,5,2,1,3,5,1,5,5,1,1,9
Nostoc_sp_PCC_7120_FACHB-418,_000009705.1_,GCF_000009705.1,Nostoc sp. PCC 7120 = FACHB-418,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Nostoc;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Trichormus;s__Trichormus sp000009705,TRUE,not type material,NA,99.19,0,41.26833162,7211789,NA,NA,NA,NA,NA,NA,Complete Genome,6159,GCA_000009705.1,ASM970v1,USA,NA,freshwater,NA,NA,NA,NA,2,1,2,1,0,8,1,10,1,16,5,1,2,1,1,1,0,4,0,2,6,3,7,3,1,6,6,1,7,7,1,1,9
Nostoc_sp_PCC_7524,_000316645.1_,GCF_000316645.1,Nostoc sp. PCC 7524,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Nostoc;s__,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Trichormus;s__Trichormus sp000316645,TRUE,not type material,full,99.33,0,41.53105232,6718869,3,Sri Lanka: Amparai District; Maha Oya,2012-12-04,moderate hot spring,0,0,Complete Genome,5586,GCA_000316645.1,ASM31664v1,"Sri Lanka, Amparai District, Maha Oya",NA,moderate hot spring,NA,7.528 N 81.357 E,>30,warm-hot,2,1,2,1,0,7,2,11,1,12,5,1,2,1,2,1,0,4,1,2,4,3,7,3,1,5,6,1,7,7,1,1,9
Nostoc_sp_Peltigera_membranacea_cyanobiontN6,_002949735.1_,GCF_002949735.1,Nostoc sp. 'Peltigera membranacea cyanobiont' N6,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Nostoc;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc sp002949735,TRUE,not type material,NA,99.44,1.19,41.3867815,8898590,NA,NA,NA,NA,NA,NA,Complete Genome,7592,GCA_002949735.1,ASM294973v1,"IcelandÊKeldur, Reykjavik",Peltigera membranacea thallus,NA,NA,NA,NA,cold-freezing,2,1,2,2,0,7,1,10,1,23,6,1,2,1,5,1,0,6,0,1,5,2,6,2,1,6,6,1,6,6,1,1,9
Nostoc_sp_TCL240-02,_013343235.1_,GCF_013343235.1,Nostoc sp. TCL240-02,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Nostoc;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc sp013343235,TRUE,not type material,NA,99.56,0.63,41.28648437,7887247,NA,NA,NA,NA,NA,NA,Complete Genome,6874,GCA_013343235.1,ASM1334323v1,"Panam‡, R’o Guayabo, El Valle de Ant—n.Ê",NA,NA,NA,NA,NA,temperate,2,1,2,1,0,7,1,9,2,14,5,1,2,1,3,1,0,4,0,2,11,2,7,2,1,6,6,1,7,7,1,1,10
Nostoc_sp_TCL26-01,_013393945.1_,GCF_013393945.1,Nostoc sp. TCL26-01,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Nostoc;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Trichormus;s__Trichormus sp013393945,TRUE,not type material,NA,99.56,0.67,41.05567163,7387676,NA,NA,NA,NA,NA,NA,Complete Genome,6370,GCA_013393945.1,ASM1339394v1,"Panam‡, R’o Guayabo, El Valle de Ant—n",NA,NA,NA,NA,NA,temperate,2,1,2,1,0,7,1,9,1,13,5,1,2,1,2,1,0,4,0,2,5,2,9,2,1,2,2,1,9,9,1,1,9
Nostoc_sp_UHCC_0702,_017164015.1_,GCF_017164015.1,Nostoc sp. UHCC 0702,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Nostoc;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Amazonocrinis;s__Amazonocrinis sp017164015,TRUE,not type material,NA,99.33,0.44,41.62550172,8587404,NA,NA,NA,NA,NA,NA,Complete Genome,7283,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,0,10,1,12,1,15,6,1,2,1,1,1,0,4,1,1,6,2,9,2,1,2,2,1,9,9,1,1,9
Nostoc_sphaeroides,_003443655.1_,GCF_003443655.1,Nostoc sphaeroides,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Nostoc;s__Nostoc sphaeroides,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc sphaeroides,TRUE,not type material,NA,99.48,0,41.6070336,6684490,NA,NA,NA,NA,NA,NA,Complete Genome,5971,GCA_003443655.1,ASM344365v1,Enshi China,NA,freshwater/terestrial,NA,NA,NA,NA,2,1,2,1,0,9,1,10,1,15,5,1,2,1,1,1,0,4,0,1,5,2,7,2,1,2,2,1,7,7,1,1,8
Nostoc_sphaeroides_CCNUC1,_009372195.1_,GCF_009372195.1,Nostoc sphaeroides CCNUC1,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Nostoc;s__Nostoc sphaeroides,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc sphaeroides,FALSE,not type material,NA,99.56,2,41.34069565,9516388,NA,NA,NA,NA,NA,NA,Complete Genome,8578,GCA_009372195.1,ASM937219v1,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,0,10,1,10,1,24,5,1,2,1,1,1,0,4,0,1,7,2,10,2,1,2,2,1,10,9,1,1,11
Nostocales_cyanobacterium_HT-58-2,_002163975.1_,GCA_002163975.1,Nostocales cyanobacterium HT-58-2,d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__;g__;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__HT-58-2;s__HT-58-2 sp002163975,TRUE,not type material,NA,99.76,3.82,42.57040385,7899568,NA,NA,1988,NA,NA,NA,NA,NA,GCA_002163975.1,ASM216397v1,Micronesia,NA,"Nan Madol, Pohnpei soil",NA,NA,NA,temperate,2,1,2,1,0,10,2,9,1,15,5,1,3,1,1,1,0,4,0,3,6,3,8,3,1,2,2,1,8,8,1,1,12
Oscillatoria_acuminata_PCC_6304,_000317105.1_,GCF_000317105.1,Oscillatoria acuminata PCC 6304,d__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__Oscillatoriaceae;g__Oscillatoria;s__Oscillatoria acuminata,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__PCC-6304;g__PCC-6304;s__PCC-6304 sp000317105,TRUE,not type material,full,99.71,0.98,47.61223023,7804270,3,USA,2012-12-05,soil,0,0,Complete Genome,6006,GCA_000317105.1,ASM31710v1,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,0,9,3,7,1,11,5,1,2,2,1,1,1,5,1,0,7,3,7,3,1,3,3,1,7,7,1,1,6
Oscillatoria_nigro-viridis_PCC_7112,_000317475.1_,GCF_000317475.1,Oscillatoria nigro-viridis PCC 7112,d__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__Oscillatoriaceae;g__Oscillatoria;s__,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__Microcoleus;s__Microcoleus sp000317475,TRUE,not type material,full,99.78,0.22,45.78447422,8272254,6,USA,2012-12-06,soil in orchid house,0,0,Complete Genome,7022,GCA_000317475.1,ASM31747v1,NA,NA,NA,NA,NA,23-26,temperate,2,1,1,1,0,7,2,7,1,17,6,1,2,2,1,1,0,4,1,1,4,2,11,2,1,2,3,1,11,11,1,1,5
Oscillatoriales_cyanobacterium_CG2_30_40_61,_001873365.1_,GCA_001873365.1,Oscillatoriales cyanobacterium CG2_30_40_61,d__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__;g__;s__,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__Planktothrix;s__Planktothrix sp001873365,TRUE,not type material,full,99.02,0.11,39.83846031,4818830,130,USA: Crystal Geyser near Green River; Utah,2016-11-09,groundwater filtered through a 3.0 um filter,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,7,1,8,1,11,5,1,2,0,2,1,0,4,2,1,4,2,3,2,1,2,2,1,3,5,1,1,6
Oxynema_sp_AP17,_012295525.1_,GCF_012295525.1,Oxynema sp. AP17,d__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__Microcoleaceae;g__Oxynema;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Oscillatoriaceae;g__Oxynema;s__Oxynema aestuarii,TRUE,not type material,NA,99.29,1.38,51.45252644,6357750,NA,NA,NA,NA,NA,NA,Complete Genome,4929,GCA_012295525.1,ASM1229552v1,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,8,1,7,1,14,5,1,2,2,1,1,1,4,0,1,5,3,6,3,1,3,3,1,6,6,1,1,6
Phormidesmis_priestleyi_BC1401,_001650195.1_,GCF_001650195.1,Phormidesmis priestleyi BC1401,d__Bacteria;p__Cyanobacteria;c__;o__Pseudanabaenales;f__Leptolyngbyaceae;g__Phormidesmis;s__Phormidesmis priestleyi,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Phormidesmis_A;s__Phormidesmis_A priestleyi_B,TRUE,not type material,full,99.29,0.94,49.16811045,5551896,217,Greenland: West Greenland Ice Sheet,2016-05-23,Cryoconite,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,6,1,8,1,16,5,1,2,1,4,1,0,4,1,1,7,2,3,2,1,2,2,1,3,7,1,1,5
Phormidium_ambiguum_IAM_M-71,_001904725.1_,GCF_001904725.1,Phormidium ambiguum IAM M-71,d__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__Oscillatoriaceae;g__Phormidium;s__Phormidium ambiguum,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae_A;g__Phormidium_B;s__Phormidium_B ambiguum,TRUE,not type material,full,99.26,0.89,39.52784148,7410502,95,Japan,2016-12-14,water,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,0,7,3,8,1,19,4,1,2,2,1,1,0,4,0,0,5,2,3,2,1,3,3,1,3,3,1,2,9
Phormidium_sp_ETS-05,_016446395.1_,GCF_016446395.1,[Phormidium] sp. ETS-05,d__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__;g__Koinonema;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Oscillatoriaceae;g__DSPX01;s__DSPX01 sp016446395,TRUE,not type material,NA,99.02,0.22,49.51588905,6286783,NA,NA,NA,NA,NA,NA,Complete Genome,5546,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,9,1,6,1,13,4,1,2,1,1,1,2,3,0,1,6,2,7,2,1,3,3,1,7,7,1,1,7
Phormidium_tenue_NIES-30,_001904775.1_,GCF_001904775.1,Phormidium tenue NIES-30,d__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__Oscillatoriaceae;g__Phormidium;s__Phormidium tenue,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea tenuis,FALSE,not type material,full,99.15,1.45,55.98868957,5821893,45,Japan: Akita,2016-12-14,water,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,6,2,9,1,16,5,1,2,2,1,1,0,5,0,1,6,4,5,4,1,2,2,1,5,5,1,1,5
Planktothricoides_sp_SR001,_001276715.1_,GCF_001276715.1,Planktothricoides sp. SR001,d__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__Microcoleaceae;g__Planktothricoides;s__,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__PCC-6304;g__Planktothricoides;s__Planktothricoides sp001276715,TRUE,not type material,full,100,0.44,43.45917705,7066705,265,Singapore,2015-08-31,Freshwater reservoir,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,6,1,9,1,12,5,1,2,3,1,1,1,3,0,1,6,4,12,3,1,3,3,1,12,11,1,1,6
Planktothrix_agardhii_NIES-204,_003609755.1_,GCA_003609755.1,Planktothrix agardhii NIES-204,d__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__Microcoleaceae;g__Planktothrix;s__Planktothrix agardhii,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__Planktothrix;s__Planktothrix agardhii,TRUE,type strain of species,NA,100,0.12,39.63554068,5084134,NA,NA,NA,NA,NA,NA,Complete Genome,4506,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,6,1,8,1,15,7,1,2,0,2,1,0,4,3,2,6,2,4,2,1,2,2,1,4,4,1,1,6
Planktothrix_agardhii_NIVA-CYA_126_8,_000710505.1_,GCF_000710505.1,Planktothrix agardhii NIVA-CYA 126/8,d__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__Microcoleaceae;g__Planktothrix;s__Planktothrix agardhii,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__Planktothrix;s__Planktothrix agardhii,FALSE,not type material,full,100,0.33,39.57230317,5045869,13,Finland,2014-06-23,freshwater,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,8,1,9,1,12,7,1,2,0,2,1,0,4,2,1,5,2,6,2,1,2,2,1,5,5,1,1,6
Planktothrix_agardhii_NIVA-CYA_15,_000464665.1_,GCF_000464665.1,Planktothrix agardhii NIVA-CYA 15,d__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__Microcoleaceae;g__Planktothrix;s__Planktothrix agardhii,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__Planktothrix;s__Planktothrix rubescens,FALSE,not type material,full,99.78,0.22,39.48243829,5485894,131,Norway: Lake Kolbotnvatnet,2013-09-06,fresh water,128,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-14,cold-freezing,2,1,1,1,0,6,1,9,1,10,6,1,2,0,2,1,0,4,2,1,5,2,5,2,1,2,2,1,5,4,1,1,6
Pleurocapsa_sp_PCC_7319,_000332195.1_,GCF_000332195.1,Pleurocapsa sp. PCC 7319,d__Bacteria;p__Cyanobacteria;c__;o__Pleurocapsales;f__Hyellaceae;g__Pleurocapsa;s__,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Waterburya;s__Waterburya sp000332195,TRUE,not type material,full,99.56,0.87,38.7419521,7386997,30,Mexico,2013-01-22,snail shell,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,6,1,7,1,12,6,1,2,2,1,1,1,4,0,1,8,2,9,2,1,6,6,1,9,9,1,1,7
Prochlorococcus_marinus_str_AS9601,_000015645.1_,GCF_000015645.1,Prochlorococcus marinus str. AS9601,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochloraceae;g__Prochlorococcus;s__Prochlorococcus marinus,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A marinus_O,TRUE,not type material,NA,99.64,0,31.32153931,1669886,NA,NA,1995,NA,NA,NA,Complete Genome,1891,GCA_000015645.1,ASM1564v1,Arabian Sea,arabian sea,50 m,24.269,"neg 19, 67",24.269,temperate,2,1,1,1,0,4,1,4,1,6,5,1,2,1,1,1,0,3,0,2,3,2,3,2,1,4,4,1,3,3,1,1,2
Prochlorococcus_marinus_str_CCMP1375,_000007925.1_,GCF_000007925.1,Prochlorococcus marinus subsp. marinus str. CCMP1375,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochloraceae;g__Prochlorococcus;s__Prochlorococcus marinus,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus;s__Prochlorococcus marinus,TRUE,type strain of species,NA,100,0,36.44213857,1751080,NA,NA,NA,NA,NA,NA,Complete Genome,1908,GCA_000007925.1,ASM792v1,NA,NA,"low light, ocean, lower part of the water column, mostly tropical and temperate oceans",NA,NA,NA,temperate,2,1,1,1,0,4,1,4,1,5,5,1,2,1,1,1,1,4,0,2,3,2,2,2,1,6,10,1,2,2,1,1,4
Prochlorococcus_marinus_str_MIT_9215,_000018065.1_,GCF_000018065.1,Prochlorococcus marinus str. MIT 9215,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochloraceae;g__Prochlorococcus;s__Prochlorococcus marinus,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A marinus_A,TRUE,not type material,NA,99.73,0.27,31.14504914,1738790,NA,NA,1992,NA,NA,NA,Complete Genome,1986,GCA_000018065.1,ASM1806v1,Equatorial Pacific,NA,5 m,26.489,"0, -140",26.489,temperate,2,1,1,1,0,5,1,4,1,6,5,1,2,1,1,1,0,3,0,1,3,2,3,2,1,4,4,1,3,3,1,1,2
Prochlorococcus_marinus_str_MIT_9301,_000015965.1_,GCF_000015965.1,Prochlorococcus marinus str. MIT 9301,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochloraceae;g__Prochlorococcus;s__Prochlorococcus marinus,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A marinus_E,TRUE,not type material,NA,99.46,0,31.33988558,1641879,NA,NA,1993,NA,NA,NA,Complete Genome,1875,GCA_000015965.1,ASM1596v1,"Sargasso Sea, north atlantic",NA,90 m,20.541,"34.751389, -66.183611",20.541,temperate,2,1,1,1,0,4,1,4,1,7,5,1,2,1,1,1,0,3,0,1,3,2,2,2,1,4,4,1,2,2,1,1,2
Prochlorococcus_marinus_str_MIT_9303,_000015705.1_,GCA_000015705.1,Prochlorococcus marinus str. MIT 9303,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochloraceae;g__Prochlorococcus;s__Prochlorococcus marinus,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_C;s__Prochlorococcus_C marinus_B,FALSE,not type material,NA,100,0.14,50.00758571,2682675,NA,NA,NA,NA,NA,NA,Complete Genome,2742,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,4,1,5,1,6,5,1,2,1,1,1,1,4,0,1,4,2,3,2,1,3,4,1,3,3,1,1,4
