ref,seq,class,proline count,arginine count,lysine count,r/k ratio,aliphatic percent sum,aromaticity,flexibility sum,flexibility_avg,gravy
GCF,317435,WP_015196471.1|HK|Classic,22,19,42,0.45238095,0.3415493,0.07042254,559.266202,1.00047621,-0.1730634
GCF,317435,WP_015196427.1|HK|Classic,20,20,11,1.81818182,0.37196765,0.0916442,358.804571,0.99117285,0.20188679
GCF,317435,WP_015196426.1|RR|NarL,13,11,9,1.22222222,0.38427948,0.02620087,219.597667,0.99817121,-0.0270742
GCF,317435,WP_015196393.1|HK|Hybrid,38,33,45,0.73333333,0.33464052,0.06666667,755.752071,0.99967205,-0.1172549
GCF,317435,WP_015196343.1|RR|OmpR,14,20,10,2,0.31512605,0.06722689,229.222607,1.00097208,-0.3210084
GCF,317435,WP_015196342.1|HK|Classic,28,30,9,3.33333333,0.33509235,0.08707124,368.144119,0.99498411,-0.0240106
GCF,317435,WP_015196276.1|HK|Hybrid,40,29,41,0.70731707,0.34255599,0.06982872,749.765083,0.99968678,-0.1325428
GCF,317435,WP_015196275.1|HK|Hybrid,22,18,21,0.85714286,0.34963325,0.05867971,399.615821,0.99903955,-0.0821516
GCF,317435,WP_015196197.1|HK|Classic,41,31,41,0.75609756,0.30911493,0.08190225,749.177833,1.00157464,-0.3083223
GCF,317435,WP_015195964.1|HK|Hybrid,43,36,34,1.05882353,0.34600262,0.07077326,752.330976,0.99778644,-0.0861075
GCF,317435,WP_015195963.1|RR|CheY,7,10,7,1.42857143,0.3537415,0.05442177,137.540548,0.99667063,-0.0428571
GCF,317435,WP_015195961.1|HK|Classic,29,28,14,2,0.32911392,0.08649789,463.459655,0.99668743,-0.1983122
GCF,317435,WP_015195949.1|RR|NarL,13,10,15,0.66666667,0.37238494,0.0376569,230.53975,1.00234674,-0.0941423
GCF,317435,WP_015195948.1|HK|Hybrid,20,30,28,1.07142857,0.32826087,0.06521739,451.426107,1.00094481,-0.2169565
GCF,317435,WP_015195947.1|HK|Hybrid,22,23,20,1.15,0.33512064,0.04825737,364.631655,1.00173532,-0.1900804
GCF,317435,WP_015195863.1|HK|Classic,26,26,53,0.49056604,0.32058824,0.07794118,670.362452,0.99904985,-0.2157353
GCF,317435,WP_015195864.1|HK|Hybrid,20,13,27,0.48148148,0.30053191,0.09042553,367.653988,1.00178198,-0.2579787
GCF,317435,WP_015195909.1|RR|OmpR,13,17,13,1.30769231,0.35714286,0.07563025,228.491845,0.99778098,-0.1264706
GCF,317435,WP_015195803.1|RR|NarL,13,9,11,0.81818182,0.36697248,0.04587156,208.892619,0.99948622,-0.090367
GCF,317435,WP_015195802.1|HK|Classic,20,22,20,1.1,0.35180723,0.09879518,402.570202,0.99155222,0.16096386
GCF,317435,WP_015199017.1|RR|unclassified,12,18,20,0.9,0.31372549,0.09803922,396.376488,0.99342478,-0.1982843
GCF,317435,WP_015199018.1|RR|CheY,8,6,7,0.85714286,0.33057851,0.04958678,112.101083,1.00090253,-0.0090909
GCF,317435,WP_015199021.1|HK|CheA,85,62,59,1.05084746,0.29861111,0.05021368,1878.02851,1.00806683,-0.3752137
GCF,317435,WP_015199106.1|HK|Hybrid,24,14,24,0.58333333,0.3387471,0.0487239,422.204476,1.00048454,-0.0893271
GCF,317435,WP_015199118.1|HK|Hybrid,94,96,55,1.74545455,0.31288344,0.06625767,1621.36273,1.00022377,-0.3228221
GCF,317435,WP_015199119.1|HK|Hybrid,51,29,36,0.80555556,0.33670886,0.06835443,779.615607,0.99822741,-0.0001266
GCF,317435,WP_015199120.1|HK|Hybrid,96,73,81,0.90123457,0.34491315,0.0764268,1997.55963,0.99579244,-0.0406948
GCF,317435,WP_015199121.1|HK|Hybrid,103,74,87,0.85057471,0.35683034,0.07924161,2040.41963,0.99629865,-0.0256684
GCF,317435,WP_015199161.1|RR|OmpR,14,21,8,2.625,0.34016393,0.07786885,234.048964,0.99595304,-0.1586066
GCF,317435,WP_015199221.1|RR|unclassified,14,12,19,0.63157895,0.35220126,0.05345912,309.270321,1.00087483,-0.0949686
GCF,317435,WP_015199222.1|HK|Hybrid,23,17,25,0.68,0.33806147,0.05673759,413.696631,0.99926722,-0.0895981
GCF,317435,WP_015199223.1|HK|Hybrid,39,39,36,1.08333333,0.33559783,0.06657609,727.812095,1.00111705,-0.1730978
GCF,317435,WP_015199242.1|HK|Hybrid,16,14,19,0.73684211,0.36901408,0.04788732,345.216381,0.99773521,0.14929577
GCF,317435,WP_015199243.1|HK|Hybrid,57,75,58,1.29310345,0.36814425,0.05108941,1318.76826,0.99755542,-0.078287
GCF,317435,WP_015199411.1|HK|Classic,34,28,38,0.73684211,0.32460733,0.05933682,566.424143,1.00429813,-0.2558464
GCF,317435,WP_015199413.1|HK|Classic,18,15,19,0.78947368,0.30681818,0.06818182,343.584417,1.00170384,-0.271875
GCF,317435,WP_015199426.1|HK|Classic,89,58,113,0.51327434,0.34320735,0.08631256,1945.40508,0.99815551,-0.1024515
GCF,317435,WP_015199456.1|HK|Hybrid,65,54,71,0.76056338,0.33692053,0.05629139,1203.22867,1.00352683,-0.2292219
GCF,317435,WP_015199553.1|RR|NarL,8,18,8,2.25,0.34259259,0.05555556,206.357345,0.99689539,-0.0962963
GCF,317435,WP_015199610.1|HK|Classic,16,18,29,0.62068966,0.31741573,0.06460674,348.292274,1.00372413,-0.2508427
GCF,317435,WP_015199628.1|HK|Hybrid,33,22,54,0.40740741,0.33240612,0.06119611,711.951452,1.00274852,-0.1504868
GCF,317435,WP_015199635.1|RR|RsbU,25,17,20,0.85,0.33072917,0.0859375,374.697964,0.99919457,-0.1182292
GCF,317435,WP_015199636.1|HK|Unorthodox,67,50,104,0.48076923,0.34647705,0.07110537,1536.69042,0.99914852,-0.0985133
GCF,317435,WP_015199643.1|HK|CheA,37,42,45,0.93333333,0.33294529,0.0523865,851.61581,1.00190095,-0.2377183
GCF,317435,WP_015199645.1|RR|unclassified,15,12,27,0.44444444,0.29810298,0.08672087,360.181595,1.00050443,-0.2067751
GCF,317435,WP_015199648.1|HK|Classic,33,14,38,0.36842105,0.32136445,0.07719928,547.497964,0.99908388,-0.0854578
GCF,317435,WP_015199714.1|HK|Classic,82,60,102,0.58823529,0.33741648,0.08184855,1783.45874,0.99801832,-0.1048998
GCF,317435,WP_015199715.1|HK|Hybrid,25,12,34,0.35294118,0.33254157,0.05700713,413.043571,1.00253294,-0.1522565
GCF,317435,WP_015199716.1|HK|Classic,85,59,86,0.68604651,0.36419409,0.07473508,1779.14493,0.99727855,-0.021082
GCF,317435,WP_015199797.1|RR|OmpR,12,17,9,1.88888889,0.33333333,0.06578947,219.200476,1.00091542,-0.3631579
GCF,317435,WP_015199860.1|HK|Classic,21,20,16,1.25,0.35308057,0.06398104,411.656893,0.99674792,-0.0912322
GCF,317435,WP_015199895.1|HK|Classic,39,43,24,1.79166667,0.33687405,0.06980273,649.221583,0.99880244,-0.1673748
GCF,317435,WP_015199932.1|HK|Classic,96,57,133,0.42857143,0.32441978,0.09636731,1970.2263,0.99859417,-0.1581231
GCF,317435,WP_015199978.1|RR|CheY,28,27,49,0.55102041,0.34590164,0.0442623,604.797643,1.00631887,-0.3132787
GCF,317435,WP_015200008.1|HK|Hybrid,40,27,37,0.72972973,0.34285714,0.05873016,621.574131,1.00092453,-0.1542857
GCF,317435,WP_015200009.1|RR|CheY,9,7,12,0.58333333,0.33783784,0.07432432,139.031762,1.0002285,-0.1533784
GCF,317435,WP_015200086.1|HK|Classic,36,29,25,1.16,0.31825796,0.06197655,587.342857,0.99888241,-0.1554439
GCF,317435,WP_015200093.1|HK|Classic,88,53,106,0.5,0.33350542,0.08156944,1925.10535,0.99849862,-0.1265359
GCF,317435,WP_015200134.1|PP|HisKa,16,21,20,1.05,0.34808853,0.06237425,486.6505,0.99723463,0.02816901
GCF,317435,WP_015200173.1|RR|OmpR,18,22,11,2,0.32231405,0.04958678,233.449417,1.00192883,-0.2582645
GCF,317435,WP_015200231.1|HK|Hybrid,47,39,36,1.08333333,0.32905983,0.06980057,694.116012,1.00161041,-0.1547009
GCF,317435,WP_015200233.1|HK|Classic,75,75,72,1.04166667,0.31128134,0.09749304,1423.99619,0.99789502,-0.245961
GCF,317435,WP_015200320.1|HK|Classic,94,61,126,0.48412698,0.32735656,0.09272541,1939.43635,0.9981659,-0.1195697
GCF,317435,WP_015200344.1|HK|Classic,22,17,37,0.45945946,0.31884058,0.07453416,474.479262,1.0010111,-0.215735
GCF,317435,WP_015200354.1|HK|Classic,45,36,58,0.62068966,0.29650507,0.0800451,879.223524,1.00139354,-0.2772266
GCF,317435,WP_015200409.1|RR|unclassified,10,16,24,0.66666667,0.31014493,0.10144928,334.158726,0.99452002,-0.1510145
GCF,317435,WP_015200417.1|HK|Classic,18,27,21,1.28571429,0.3175,0.0675,391.633595,1.00162045,-0.4015
GCF,317435,WP_015200423.1|HK|Hybrid,24,23,19,1.21052632,0.35309973,0.05390836,361.790655,0.9994217,-0.0409704
GCF,317435,WP_015200437.1|HK|Classic,42,36,34,1.05882353,0.3187251,0.07968127,742.489595,0.99796989,-0.1784861
GCF,317435,WP_015200438.1|RR|CheY,6,7,9,0.77777778,0.30625,0.09375,150.673917,0.99784051,-0.284375
GCF,317435,WP_015200439.1|HK|Hybrid,70,70,45,1.55555556,0.33986928,0.07189542,1214.02788,0.9991999,-0.1848856
GCF,317435,WP_015200480.1|RR|OmpR,11,18,9,2,0.32894737,0.0745614,218.437167,0.99742998,-0.1513158
GCF,317435,WP_015200563.1|RR|CheY,5,4,7,0.57142857,0.3968254,0.05555556,116.778595,0.99810765,0.16349206
GCF,317435,WP_015200564.1|HK|Unorthodox,65,61,72,0.84722222,0.32341425,0.05638215,1270.43194,1.00191793,-0.2330462
GCF,317435,WP_015200585.1|RR|CheY,9,3,11,0.27272727,0.33576642,0.04379562,128.353774,1.00276386,-0.0678832
GCF,317435,WP_015200659.1|HK|Classic,25,15,18,0.83333333,0.32512315,0.091133,394.054893,0.99258159,0.14827586
GCF,317435,WP_015200670.1|HK|Classic,77,53,132,0.40151515,0.33646322,0.08763693,1907.87023,0.99993198,-0.1122587
GCF,317435,WP_015200671.1|RR|CheY,8,7,21,0.33333333,0.32124352,0.04663212,185.417393,1.00770322,-0.2647668
GCF,317435,WP_015200674.1|HK|Hybrid,27,20,24,0.83333333,0.33006536,0.07352941,601.978071,0.99830526,-0.1849673
GCF,317435,WP_015200681.1|HK|Classic,41,35,22,1.59090909,0.34865293,0.0792393,620.370964,0.99738097,-0.0206022
GCF,317435,WP_015200695.1|HK|Classic,28,28,33,0.84848485,0.31725146,0.05701754,675.927024,1.00137337,-0.2095029
GCF,317435,WP_015200702.1|RR|OmpR,13,21,13,1.61538462,0.36160714,0.0625,214.732452,0.99875559,-0.253125
GCF,317435,WP_015200712.1|HK|Hybrid,68,68,43,1.58139535,0.35233161,0.05958549,1147.65593,0.99883023,-0.074525
GCF,317435,WP_015200743.1|RR|CheY,30,31,24,1.29166667,0.35765125,0.0747331,550.13006,0.99481023,0.07402135
GCF,317435,WP_015200886.1|RR|NarL,15,15,9,1.66666667,0.39719626,0.04205607,204.607167,0.99808374,0.07897196
GCF,317435,WP_015200887.1|HK|Classic,17,23,11,2.09090909,0.41831683,0.06435644,390.927226,0.98968918,0.42945545
GCF,317435,WP_015200926.1|HK|Classic,32,19,34,0.55882353,0.30981067,0.0757315,571.811107,0.99966977,-0.1261618
GCF,317435,WP_015200949.1|HK|Classic,35,26,44,0.59090909,0.34558824,0.05147059,672.275988,1.00190162,-0.0623529
GCF,317435,WP_015200959.1|HK|Hybrid,73,88,61,1.44262295,0.34195217,0.05946994,1534.52849,0.99774284,-0.1488041
GCF,317435,WP_015200960.1|HK|Hybrid,60,68,39,1.74358974,0.31868132,0.07492507,989.803679,0.99778597,-0.253047
GCF,317435,WP_015200966.1|HK|Classic,37,32,46,0.69565217,0.29262394,0.08585248,818.676964,1.00082758,-0.3308343
GCF,317435,WP_015200968.1|HK|CheA,56,63,41,1.53658537,0.3234714,0.05522682,1008.18648,1.00317062,-0.2959566
GCF,317435,WP_015200971.1|RR|CheY,7,6,8,0.75,0.368,0.048,116.054214,1.00046736,0.0352
GCF,317435,WP_015200997.1|RR|NarL,11,14,13,1.07692308,0.30222222,0.05777778,217.045,1.00483796,-0.4155556
GCF,317435,WP_015201020.1|HK|Classic,44,42,43,0.97674419,0.29215897,0.08592911,921.035071,0.99895344,-0.3453276
GCF,317435,WP_015201021.1|RR|VieA,20,8,19,0.42105263,0.35891089,0.07178218,394.620786,0.99903996,0.09430693
GCF,317435,WP_015201030.1|HK|Classic,36,37,34,1.08823529,0.33509934,0.08476821,743.534202,0.99669464,-0.0654305
GCF,317435,WP_015201031.1|RR|CheY,6,6,11,0.54545455,0.29452055,0.07534247,137.922321,1.00673227,-0.3308219
GCF,317435,WP_015201052.1|RR|NarL,13,18,11,1.63636364,0.39166667,0.02916667,231.198393,1.00085884,-0.1483333
GCF,317435,WP_015201062.1|RR|PleD_VieA,25,42,27,1.55555556,0.34369885,0.08183306,599.614952,0.99603813,-0.0864157
GCF,317435,WP_041738909.1|RR|NarL,11,14,9,1.55555556,0.33333333,0.06018519,207.037357,1.00018047,-0.1055556
GCF,317435,WP_041739722.1|HK|Hybrid,60,37,55,0.67272727,0.35483871,0.06451613,920.020095,0.99893604,-0.0367742
GCF,317435,WP_041740024.1|RR|RsbU,26,30,24,1.25,0.32789855,0.07065217,542.348881,0.99880089,-0.2036232
GCF,317435,WP_041740419.1|RR|NarL,13,10,14,0.71428571,0.37168142,0.05752212,216.13456,0.9960118,-0.050885
GCF,317435,WP_041740860.1|HK|Classic,80,70,107,0.65420561,0.32252747,0.09450549,1808.68767,0.99872317,-0.1725275
GCF,317435,WP_041740882.1|HK|Classic,26,27,22,1.22727273,0.32677165,0.0492126,499.34819,1.00069778,-0.2066929
GCF,317435,WP_041740909.1|HK|Classic,33,31,14,2.21428571,0.34482759,0.07505071,482.122845,0.99612158,-0.0190669
GCF,317435,WP_041740961.1|RR|unclassified,16,19,20,0.95,0.27777778,0.08055556,351.840238,1.00239384,-0.3652778
GCF,317435,WP_144051068.1|HK|Hybrid,62,42,38,1.10526316,0.34388646,0.0731441,903.682512,0.99634235,-0.0347162
GCF,317435,WP_203225992.1|RR|CheY,11,9,6,1.5,0.36305732,0.05732484,147.252238,0.99494755,0.0522293
GCF,317435,WP_238993720.1|HK|Unorthodox,72,73,87,0.83908046,0.32692308,0.06410256,1552.8525,1.00119439,-0.226859
GCF,317435,WP_238993752.1|HK|Classic,19,23,16,1.4375,0.39466667,0.06666667,363.140964,0.99218843,0.30346667
GCF,317435,WP_238993839.1|RR|unclassified,18,7,16,0.4375,0.32862191,0.07067138,275.083095,1.0039529,-0.1215548
GCF,317475,WP_006632892.1|RR|CheY,8,3,10,0.3,0.38167939,0.03816794,122.183774,1.00150634,0.05725191
GCF,317475,WP_015173990.1|HK|Classic,26,22,28,0.78571429,0.3127572,0.06995885,477.27175,1.00056971,-0.163786
GCF,317475,WP_015173996.1|HK|Classic,25,15,24,0.625,0.32150776,0.07760532,441.173214,0.99812944,-0.0614191
GCF,317475,WP_015173997.1|HK|Classic,25,21,23,0.91304348,0.33260394,0.07877462,447.189274,0.99819034,-0.0746171
GCF,317475,WP_015174238.1|HK|Classic,23,18,28,0.64285714,0.36614173,0.07677165,497.858226,0.99771188,0.02106299
GCF,317475,WP_015174304.1|HK|Hybrid,29,23,32,0.71875,0.3385214,0.05642023,505.491071,1.00097242,-0.1262646
GCF,317475,WP_015174305.1|HK|Hybrid,108,63,131,0.48091603,0.3340081,0.08350202,1967.5794,1.00029456,-0.1266194
GCF,317475,WP_015174415.1|RR|OmpR,13,18,8,2.25,0.32,0.06666667,215.426619,0.99734546,-0.2884444
GCF,317475,WP_015174416.1|HK|Classic,30,26,12,2.16666667,0.35446009,0.08215962,414.261274,0.99343231,0.01032864
GCF,317475,WP_015174440.1|HK|Unorthodox,83,96,71,1.35211268,0.3348564,0.05874674,1525.2175,1.00145601,-0.1781984
GCF,317475,WP_015174474.1|HK|Classic,15,24,24,1,0.33252427,0.05825243,403.761964,1.00189073,-0.3330097
GCF,317475,WP_015174512.1|RR|NarL,12,14,15,0.93333333,0.30555556,0.04166667,207.98644,1.00476541,-0.412963
GCF,317475,WP_015174579.1|RR|CheY,7,8,3,2.66666667,0.38211382,0.04878049,112.979369,0.9910471,0.0796748
GCF,317475,WP_015174580.1|HK|Classic,17,17,21,0.80952381,0.35751295,0.06735751,376.314655,0.99818211,0.02823834
GCF,317475,WP_015174597.1|HK|Hybrid,49,44,30,1.46666667,0.33649932,0.07055631,726.286071,0.9976457,-0.0808684
GCF,317475,WP_015174598.1|RR|CyC-C,26,22,19,1.15789474,0.31134021,0.07628866,475.85994,0.99970576,-0.1876289
GCF,317475,WP_015174602.1|RR|OmpR,15,21,6,3.5,0.34210526,0.07017544,218.454774,0.99751038,-0.2714912
GCF,317475,WP_015174666.1|RR|CheY,9,15,5,3,0.31088083,0.07772021,183.897119,0.99944086,-0.2896373
GCF,317475,WP_015174719.1|RR|OmpR,20,24,8,3,0.30081301,0.08943089,236.204155,0.996642,-0.1813008
GCF,317475,WP_015174871.1|HK|Hybrid,79,75,51,1.47058824,0.34377224,0.06476868,1396.18492,1.00013246,-0.1029181
GCF,317475,WP_015174924.1|HK|Classic,100,82,114,0.71929825,0.32946758,0.07801792,1888.29056,1.0001539,-0.1993147
GCF,317475,WP_015174965.1|HK|Classic,27,22,32,0.6875,0.32432432,0.08494208,508.835905,0.99967761,-0.1926641
GCF,317475,WP_015174967.1|HK|Classic,55,75,50,1.5,0.32200647,0.08009709,1226.2104,0.99935648,-0.2625405
GCF,317475,WP_015174968.1|HK|Hybrid,23,10,28,0.35714286,0.36239782,0.04359673,358.970095,1.00270976,-0.0553134
GCF,317475,WP_015175030.1|RR|OmpR,31,42,32,1.3125,0.36760125,0.0576324,632.343786,0.99896333,-0.0630841
GCF,317475,WP_015175031.1|HK|Classic,61,59,51,1.15686275,0.3175853,0.09098863,1131.69844,0.99797041,-0.2388451
GCF,317475,WP_015175032.1|RR|CheY,8,5,3,1.66666667,0.37301587,0.03968254,116.835214,0.99859158,0.12380952
GCF,317475,WP_015175035.1|RR|CheY,7,2,9,0.22222222,0.38888889,0.06481481,98.9740714,0.9997381,0.13148148
GCF,317475,WP_015175042.1|HK|Classic,55,70,55,1.27272727,0.29330889,0.08707608,1083.77952,1.00164466,-0.424473
GCF,317475,WP_015175043.1|RR|PleD_VieA,57,69,38,1.81578947,0.34985968,0.06173994,1057.52367,0.99766384,-0.1060804
GCF,317475,WP_015175072.1|HK|Classic,27,48,29,1.65517241,0.32844933,0.05616606,808.514774,0.99816639,-0.2595849
GCF,317475,WP_015175095.1|HK|CheA,50,61,38,1.60526316,0.34081197,0.04594017,928.675786,1.00180775,-0.1720085
GCF,317475,WP_015175098.1|RR|CheY,7,8,8,1,0.39669421,0.04132231,111.687167,0.99720685,0.16859504
GCF,317475,WP_015175168.1|RR|PleD,14,21,13,1.61538462,0.33531157,0.0652819,327.437881,0.99828622,-0.2655786
GCF,317475,WP_015175170.1|HK|Unorthodox,110,107,87,1.22988506,0.33250373,0.06968641,1996.07594,0.99803797,-0.1542061
GCF,317475,WP_015175173.1|HK|Classic,68,70,54,1.2962963,0.3375,0.07890625,1268.88325,0.99833458,-0.1646875
GCF,317475,WP_015175183.1|HK|Classic,26,15,26,0.57692308,0.3197832,0.07859079,360.462167,1.0012838,-0.1449864
GCF,317475,WP_015175191.1|HK|Classic,90,65,96,0.67708333,0.34012108,0.08530545,1804.93987,0.99830745,-0.1204733
GCF,317475,WP_015175198.1|HK|Hybrid,24,23,17,1.35294118,0.35526316,0.05,371.148,1.00039892,-0.0376316
GCF,317475,WP_015175355.1|RR|NarL,12,11,16,0.6875,0.38075314,0.0460251,230.652905,1.00283872,-0.0933054
GCF,317475,WP_015175366.1|HK|Classic,38,41,38,1.07894737,0.31079137,0.07338129,687.02481,1.00149389,-0.285036
GCF,317475,WP_015175390.1|HK|Hybrid,66,48,68,0.70588235,0.32802829,0.08134394,1122.6362,1.00056703,-0.127763
GCF,317475,WP_015175391.1|HK|Hybrid,68,58,53,1.09433962,0.34830431,0.07149404,1080.72502,0.99882165,-0.0341888
GCF,317475,WP_015175502.1|HK|Classic,102,88,77,1.14285714,0.34343991,0.08434399,1800.87204,0.99771304,-0.1493936
GCF,317475,WP_015175561.1|HK|Classic,66,56,66,0.84848485,0.31669691,0.07350272,1095.42015,1.00221423,-0.2349365
GCF,317475,WP_015175605.1|HK|Classic,24,23,28,0.82142857,0.31174089,0.06680162,485.385845,1.00079556,-0.2208502
GCF,317475,WP_015175701.1|RR|CheB,27,7,24,0.29166667,0.38227147,0.06648199,350.808155,0.99661408,0.28421053
GCF,317475,WP_015175702.1|RR|CheY,7,6,8,0.75,0.375,0.0546875,118.498762,0.99578792,0.203125
GCF,317475,WP_015175703.1|HK|Classic,55,48,43,1.11627907,0.33618844,0.05674518,925.019083,1.00002063,-0.1450749
GCF,317475,WP_015175732.1|HK|Classic,94,70,91,0.76923077,0.34251101,0.08645374,1801.95549,0.99720835,-0.0883811
GCF,317475,WP_015175733.1|HK|Classic,93,61,91,0.67032967,0.33932584,0.08370787,1766.70377,0.99757412,-0.1068539
GCF,317475,WP_015175734.1|HK|Classic,92,63,97,0.64948454,0.35379464,0.07979911,1778.30805,0.99736851,-0.0373326
GCF,317475,WP_015175744.1|HK|Hybrid,100,75,135,0.55555556,0.33394749,0.08337172,2162.17763,1.00008216,-0.1921234
GCF,317475,WP_015175745.1|RR|unclassified,21,20,29,0.68965517,0.34170854,0.06030151,389.808917,1.00207948,-0.1474874
GCF,317475,WP_015175764.1|HK|Hybrid,98,79,66,1.1969697,0.33888533,0.08392056,1547.16194,0.99688269,-0.0450993
GCF,317475,WP_015175765.1|RR|PleD_VieA,44,43,26,1.65384615,0.34022039,0.07713499,714.726679,0.9968294,-0.0898072
GCF,317475,WP_015175786.1|RR|CheY,7,7,10,0.7,0.36774194,0.04516129,146.465762,1.00319015,-0.0006452
GCF,317475,WP_015175894.1|RR|NarL,14,12,11,1.09090909,0.42608696,0.03913043,220.227571,0.99650485,0.14565217
GCF,317475,WP_015175895.1|HK|Classic,26,19,14,1.35714286,0.37704918,0.07923497,354.741702,0.99367424,0.12185792
GCF,317475,WP_015175920.1|PP|HisKa,22,12,12,1,0.34915254,0.05084746,285.712619,0.99899517,-0.0125424
GCF,317475,WP_015176019.1|HK|Hybrid,51,59,58,1.01724138,0.31113225,0.07611798,1042.85773,1.00082315,-0.3129401
GCF,317475,WP_015176072.1|HK|Hybrid,59,40,61,0.6557377,0.31686359,0.08485499,923.590226,1.00172476,-0.1701396
GCF,317475,WP_015176073.1|RR|PleD_VieA,34,35,31,1.12903226,0.33753943,0.07097792,624.287036,0.99885926,-0.1695584
GCF,317475,WP_015176079.1|HK|Classic,97,61,116,0.52586207,0.34567229,0.07729995,1828.31355,1.00017152,-0.1083288
GCF,317475,WP_015176082.1|HK|Classic,67,63,60,1.05,0.29532164,0.07894737,1019.80126,1.00275444,-0.3999025
GCF,317475,WP_015176133.1|PP|HPt,19,23,4,5.75,0.32631579,0.07017544,274.4215,0.9942808,-0.142807
GCF,317475,WP_015176135.1|HK|Classic,38,35,57,0.61403509,0.32380952,0.07142857,832.307917,1.00157391,-0.235119
GCF,317475,WP_015176141.1|HK|Classic,28,34,15,2.26666667,0.35123967,0.05165289,472.919,0.99561895,-0.0109504
GCF,317475,WP_015176142.1|RR|OmpR,14,19,10,1.9,0.34513274,0.06637168,216.542762,0.99789291,-0.1420354
GCF,317475,WP_015176170.1|HK|Classic,95,76,72,1.05555556,0.32748948,0.08134642,1417.73313,1.00051738,-0.1995792
GCF,317475,WP_015176174.1|HK|Hybrid,21,19,25,0.76,0.33409091,0.07727273,430.482143,0.99879848,-0.1715909
GCF,317475,WP_015176175.1|RR|CheY,4,2,14,0.14285714,0.30327869,0.10655738,113.66925,1.00592257,-0.2204918
GCF,317475,WP_015176258.1|HK|Classic,104,98,94,1.04255319,0.33534137,0.07981928,1979.427,0.99819818,-0.1931727
GCF,317475,WP_015176276.1|HK|Hybrid,27,27,25,1.08,0.3246493,0.05811623,491.101119,1.00224718,-0.2364729
GCF,317475,WP_015176277.1|HK|Hybrid,114,70,114,0.61403509,0.3423913,0.07806324,2012.91552,0.99896552,-0.0745553
GCF,317475,WP_015176283.1|HK|Hybrid,65,63,42,1.5,0.36209814,0.06091371,1171.70611,0.99889694,-0.1001692
GCF,317475,WP_015176305.1|HK|Classic,55,44,48,0.91666667,0.34179894,0.07830688,934.947488,0.99887552,-0.1519577
GCF,317475,WP_015176309.1|HK|Hybrid,55,34,50,0.68,0.34517203,0.06326304,891.871071,0.99985546,-0.0415094
GCF,317475,WP_015176405.1|HK|Classic,49,39,39,1,0.30706522,0.07744565,727.930226,1.00127954,-0.3065217
GCF,317475,WP_015176462.1|RR|CheY,8,5,5,1,0.42307692,0.04615385,120.593976,0.99664443,0.29846154
GCF,317475,WP_015176464.1|HK|Classic,48,58,40,1.45,0.33684211,0.05263158,847.558702,1.00184244,-0.2084211
GCF,317475,WP_015176469.1|HK|Classic,11,13,9,1.44444444,0.32342007,0.06319703,259.54744,0.99825939,-0.2687732
GCF,317475,WP_015176470.1|HK|Classic,36,33,29,1.13793103,0.31962025,0.0806962,623.523821,1.0008408,-0.219462
GCF,317475,WP_015176522.1|HK|Classic,22,23,15,1.53333333,0.37313433,0.05472637,391.929179,0.99727526,-0.0547264
GCF,317475,WP_015176524.1|HK|Classic,17,29,13,2.23076923,0.36708861,0.0556962,385.457274,0.99859397,-0.1212658
GCF,317475,WP_015176539.1|HK|Hybrid,17,25,21,1.19047619,0.34751773,0.05910165,414.492536,1.0011897,-0.1413712
GCF,317475,WP_015176554.1|HK|Hybrid,96,100,105,0.95238095,0.32177932,0.08087811,1723.47987,1.00085939,-0.2473715
GCF,317475,WP_015176555.1|HK|Hybrid,19,24,21,1.14285714,0.32790698,0.06046512,421.128905,1.00030619,-0.2851163
GCF,317475,WP_015176631.1|HK|Classic,67,64,50,1.28,0.28313253,0.07630522,990.716857,1.00376581,-0.4263052
GCF,317475,WP_015176638.1|HK|Hybrid,60,64,40,1.6,0.33545648,0.07749469,932.743202,0.99972476,-0.1801486
GCF,317475,WP_015176652.1|HK|Classic,41,38,30,1.26666667,0.31623932,0.05840456,694.029095,1.00148499,-0.325641
GCF,317475,WP_015176669.1|HK|Classic,28,19,20,0.95,0.32323232,0.06313131,386.88669,0.99970721,-0.1179293
GCF,317475,WP_015176729.1|HK|Hybrid,108,150,56,2.67857143,0.32249019,0.07739764,1771.65205,0.99867646,-0.3753225
GCF,317475,WP_015176758.1|HK|Classic,97,68,94,0.72340426,0.33973655,0.0845225,1809.73745,0.99820047,-0.1184962
GCF,317475,WP_015176765.1|HK|Classic,93,69,99,0.6969697,0.343697,0.08479367,1758.03248,0.99888209,-0.1291125
GCF,317475,WP_015176766.1|HK|Classic,22,21,28,0.75,0.33137255,0.06078431,501.435,1.00086826,-0.1680392
GCF,317475,WP_015176788.1|RR|OmpR,32,37,34,1.08823529,0.35202492,0.05451713,634.335405,1.00210964,-0.1981308
GCF,317475,WP_015176790.1|RR|CheY,10,2,5,0.4,0.4296875,0.046875,118.089726,0.99235064,0.56015625
GCF,317475,WP_015176797.1|HK|Classic,80,75,43,1.74418605,0.32614555,0.0655885,1106.30921,1.00209168,-0.302336
GCF,317475,WP_015176854.1|HK|Hybrid,44,56,34,1.64705882,0.34401973,0.07644883,800.89069,0.99861682,-0.1257707
GCF,317475,WP_015176855.1|HK|Hybrid,22,16,11,1.45454545,0.35777126,0.05571848,330.687702,0.9960473,-0.0457478
